// key	CHAT_SPA_
sc001_spa_1	ふぅ…\心も体もしっかりケアしなくちゃですよね♥
sc229_spa_3	顧客情報は全て保存しておきました。\…といっても、\そんなに高値で売れるようなものでは\なさそうですが…
sc229_spa_4	違います！\私は猫ではなく、チンチラです！\私を猫と呼ぶのは侮辱ですよ！
sc229_spa_5	私の主食は私が知っています！\干し草です！\でも、お菓子のブラウニーも好きなので、\たまにもらえると嬉しいです！
sc229_spa_max	私は忠実な働き者です！\もちろんタダではありませんけど！
sc230_spa_1	場所は選ばない。\いくらでもかかってこい！
sc230_spa_2	自分の中の闇から目をそらすな。\いつか闇は、巨大な怪物となり、\あなたを飲み込んでしまう…
sc230_spa_3	自分の運命に屈するな。悪魔！\果てしない闇の奥から、煌めかしい光が\お前が来るのを待っているぞ。
sc230_spa_max	未来は誰のものでもない。\まさに私たち自身のものだ！\さあ、不死の呪いを抱いた友よ！\呪われた旅へと出かけよう！
sc231_spa_1	どうしたのですか、悪魔様？\じろじろ見過ぎですよ？
sc231_spa_2	何度も言わせないでください。\私は偉大な母になりたいのです。
sc231_spa_3	悪魔様をとりあえずキープして…\他の悪魔も口説いてみようかしら？
sc231_spa_4	悪魔様は私の夫になるのですよ？\もうお忘れですか？
sc231_spa_5	まったく…\どう口説けばいいのかしら…\あんな鈍い悪魔…
sc231_spa_max	私の夫に相応しいのは魔王の座に\相応しい悪魔です。\だから絶対に魔王になってくださいね？\悪魔様♥
sc232_spa_1	温泉、きもちいーなぁ。\ねえ悪魔さん、ダフネ、悪魔さんのこと…
sc232_spa_2	ダフネが悪魔さんのチャイルドに\なったのは運命かしら？\それともダフネの意思かしら？
sc232_spa_3	悪魔さんも、冷た～い\レモネードが飲みたいの？\ふふふ。ダフネの気持ちを\わかっているのね★
sc232_spa_4	おしゃべり悪魔さんの声って素敵ね～\ダフネの為に一曲歌って～♪
sc232_spa_max	時々、全てが夢のように\消えてしまうんじゃないかって心配になるの。\例え、そうであっても、悪魔さんのことは\絶対に忘れないよ。
sc233_spa_1	へへっ…大人しくしててね。
sc233_spa_2	おはようございます、ご主人様。\あれ？もう日が暮れてますね。
sc233_spa_3	私が、どれだけご主人様を待っていたか\わかりますか？実は…\さっきから少し電気の調子が悪くて\ビリリッてしていて…\あ、気を付けてくださいご主人様！
sc233_spa_4	私、ご主人様のことが本当に好きです。\ご主人様の大事なパソコンを\壊してしまいましたが…\へへっ。それは私のミス。ごめんね♥
sc233_spa_max	怒っているご主人様は怖いけど、\私を心配して言ってくれているのは\わかります。\あら、またビリリッってしましたね…
sc234_spa_1	冷めていた心に、\再び情熱がこみ上げてくる気分だ。
sc234_spa_2	俺の力の使い方は、俺が決定する！\何をするか、何を選択するかの決定するのも\俺だ！
sc234_spa_3	俺は俺の道に！\お前はお前の道に！
sc234_spa_4	俺の力が必要なのか？\それなら俺を説得してみろ。\お前の課業に、十分な魅力があるという\証拠を俺に見せてみろ！
sc234_spa_max	お前のような怠け者の心は俺もよく分かる。\俺も似た部分は持っているからな。
sc235_spa_1	見た？見たの？\まさか本当に見たわけじゃないわよね。
sc235_spa_2	はぁ…\とにかく、大したことない問題ばっかりね。\なんの話だって？\私、今日何人か悪人を懲らしめてきたのよ。
sc235_spa_3	優しいって誰のことを言っているの？\私はただ、気に障る奴がいたら\黙って我慢していられないだけだけど？
sc235_spa_4	アンタが弱いから、他のやつらに\甘く見られているんしゃないの？\次からは誰かにいじめられたら\すぐに私を呼びなさい。
sc235_spa_max	あれ、もう来たの？\今日はちゃんと力を出せそう？\アンタも助けられてばかりじゃなくて、\自分の力で戦ってみなよ。
sc237_spa_1	うん、これは気に入ったよ～！\ふふふ～ん♪
sc237_spa_2	メブは毎日僕をバカにするんだ。\でも、後で謝りに来るんだよ。\ふふっ。
sc237_spa_3	本当は魔王争奪戦に参加したかったんだけど…\アリルが言ってたんだ…\僕みたいなバカな悪魔に参加する資格はないって。
sc237_spa_4	君のおかげで本当に楽しかったよ。\助けが必要ならいつでも呼んでね。\足手まといにはならないよ。
sc237_spa_5	ハロウィン楽しかったな～\毎日ハロウィンだったらいいのに。\1年に1回だけのほうがいいのかな？\君みたいに毎日楽しそうな悪魔には\わからないよね。
sc237_spa_max	まだアマチュアだけど…\いつかプロみたいに君を撮ってあげるよ。\僕の唯一の趣味だから絶対やめないよ。\それまで魔界へ帰らないでね！
sc238_spa_1	あいたたた…\腰と足が…もう限界…\おっと、見てるんなら\ここ、揉んでちょうだい！
sc238_spa_2	はぁ…何が知りたくて\ウロウロと嗅ぎまわっているの？\あんたの考えていることなんか、\みんな顔に出てるわよ！
sc238_spa_3	アリルも、ティフォンも、\ちっとも欲がないのよね。\なんで魔王争奪戦に参加しないのかしら？\二人のどちらかが魔王になれば楽しいのに。
sc238_spa_4	教育の成果が、まるで感じられないわね…\こうして生きていられるのも、\サポーターのおかげよ？\色んな悪魔を見てきたけれど、\あんたみたいに弱い悪魔は初めてだわ…
sc238_spa_5	想像していたより人間界って楽しいわね。\一瞬たりとも気が休まらない魔界とは大違い。\あんたもそれが気に入って、\ここにいるんでしょう？\その気持ち、良くわかるわ。
sc238_spa_max	あんたを残して行くのは本当に心配だわ。\可愛い弟子が見知らぬ悪魔に倒された\なんて聞いたら恥ずかしいじゃない\だから、これからもこのメブ様の後を\しっかりと付いて来るのよ。
sc239_spa_1	な、なんだ？この幻想的な味は…！
sc239_spa_2	グレンデルのヤツ、腹立つな…\アタシと本気で戦う覚悟はできてんのか？
sc239_spa_3	少しでもアタシの癇(かん)に触ったら、ぶっ飛ばすぞ？\なんだよ、ひるんだのか？はっはっはっ！
sc239_spa_4	ダチ？そんなもん作ってどうすんだよ？\めんどくせぇだけだ。どうしてもって言うなら、\テメェがダチを作る方法を教えろよ。
sc239_spa_5	気に入らねぇヤツは全員ぶっ飛ばせばいいんだよ。\怖いのか？アタシが代わりにやってやろうか？\はっはっはっ！任せとけ！
sc239_spa_max	チャイルドを増やしてたのは、寂しかったからか？\ガラじゃねぇけど、テメェの友達ごっこに\付き合ってやるよ。
sc242_spa_1	ふふ～ん。\人間界には面白いものが多いのね～
sc242_spa_2	え？私達以外に応援団がいるのかって？\他にもいるにはいるけど、予定通り\後輩たちをねぎらってあげてるんじゃない？\私達みたいに、イタズラだけで終わるケースは\ないんじゃないかしら？
sc242_spa_3	チビ悪魔、ウロウロしてなに考えてるの？\本当にやらしいんだから。\男達って隙きあらば、すぐ腹黒い事を\考えるんだから。\ねー！なんで拗ねるのよ？
sc242_spa_4	悪魔のイタズラは、\特別な意味がないからこそ、楽しいのよ！\目立つように、無意味なイタズラを全力でやる！それが楽しくてたまんないのよ。
sc242_spa_5	ティフォンに出会ってから、最初の100年は\ずっとあいつをいじめる事に没頭してたの。\無邪気でかわいいでしょ？\そして、あなたは、これから200年は\楽しめそうね。
sc242_spa_max	私達の出会いは幻？\幻って、元々起きることもないような事を\いうものだけど？\実際、未来の事はよくわからないけど、\いずれは遭遇してたかもしれないわよ？
sc246_spa_1	あんまり見つめないで…
sc246_spa_2	こんにちは！\あなただけにあげるクリスマスプレゼント、\クランプスよ～★\ね？びっくりしたでしょ？
sc246_spa_3	どうしてなにも言わないの～？\もしかして恥ずかしいの？\あれ？図星？\アハハ！かわいい～★
sc246_spa_4	あなたを助けるのは、あくまでも\このクランプスの気持ち次第～★\気まぐれだから悪く思わないでね～
sc246_spa_5	あなた、目に見えるものを\信じるのはよくないよ。\もちろん、目に見えないものを\むやみに信じるのもいけないけどね？
