// key	ITEM_NAME_	ITEM_DESCRIPTION_
10000101	Lost Hair	Each and every stand of this hair has spiritual traces on it.
3050644	Moonlight Heart Choker	An attractive choker that can be worn in many different ways.\Depending on how you look at it, the accent can be on the ribbon or the heart.
3050645	Moonlight Heart Choker	An attractive choker that can be worn in many different ways.\Depending on how you look at it, the accent can be on the ribbon or the heart.
3050653	Knight's Holy Lance Medal	Medal of honor presented to knights by their master.
3050654	Knight's Holy Lance Medal	Medal of honor presented to knights by their master.
3050655	Knight's Holy Lance Medal	Medal of honor presented to knights by their master.
3050663	Cat Ears Headband	Pakhet's hairband.\It really ups the cute factor.
3050664	Cat Ears Headband	Pakhet's hairband.\It really ups the cute factor.
3050665	Cat Ears Headband	Pakhet's hairband.\It really ups the cute factor.
3050673	Lovely Headdress	A type of headdress.\A perfect mix of cuteness and luxury.
3050674	Lovely Headdress	A type of headdress.\A perfect mix of cuteness and luxury.
3050675	Lovely Headdress	A type of headdress.\A perfect mix of cuteness and luxury.
3050683	Night Ornament	A fixed ornament on Pallas's outfit.\Its blinking light magnificently bright.
3050684	Night Ornament	A fixed ornament on Pallas's outfit.\Its blinking light magnificently bright.
3050685	Night Ornament	A fixed ornament on Pallas's outfit.\Its blinking light magnificently bright.
3050693	Pink Ribbon	Euros's ribbon.\You're so cute, Euros.
3050694	Pink Ribbon	Euros's ribbon.\You're so cute, Euros.
3050695	Pink Ribbon	Euros's ribbon.\You're so cute, Euros.
3050703	Semele's Veil	A veil decorated with large flowers and ribbons.\It flutters daintily.
3050704	Semele's Veil	A veil decorated with large flowers and ribbons.\It flutters daintily.
3050705	Semele's Veil	A veil decorated with large flowers and ribbons.\It flutters daintily.
3050713	Hi-Res Headphones	Channel Evil reporter A.I's\high resolution, noise-cancelling headphones.
3050714	Hi-Res Headphones	Channel Evil reporter A.I's\high resolution, noise-cancelling headphones.
3050715	Hi-Res Headphones	Channel Evil reporter A.I's\high resolution, noise-cancelling headphones.
3050723	Handcuff Choker	Raffles's homemade handcuffs.\They symbolize her refusal to be restrained.
3050724	Handcuff Choker	Raffles's homemade handcuffs.\They symbolize her refusal to be restrained.
3050725	Handcuff Choker	Raffles's homemade handcuffs.\They symbolize her refusal to be restrained.
3050743	Bari's Talisman of Solace	Bari's talisman for consoling the souls of the dead.\Catching a glimpse of it sends shivers down your spine.
3050744	Bari's Talisman of Solace	Bari's talisman for consoling the souls of the dead.\Catching a glimpse of it sends shivers down your spine.
3050745	Bari's Talisman of Solace	Bari's talisman for consoling the souls of the dead.\Catching a glimpse of it sends shivers down your spine.
3050753	Peach Blossom Sleeve	An armlet made with soft material and exudes the riveting color of cherry blossoms.
3050754	Peach Blossom Sleeve	An armlet made with soft material and exudes the riveting color of cherry blossoms.
3050755	Peach Blossom Sleeve	An armlet made with soft material and exudes the riveting color of cherry blossoms.
3050763	Waist Ribbon	A ribbon that expresses Rusalka's determination.
3050764	Waist Ribbon	A ribbon that expresses Rusalka's determination.
3050765	Waist Ribbon	A ribbon that expresses Rusalka's determination.
3050773	Sandals	Harpy's sandals always look brand spanking new.
3050774	Sandals	Harpy's sandals always look brand spanking new.
3050775	Sandals	Harpy's sandals always look brand spanking new.
3050783	Nirrti's Bijou	Sustained by her knowledge she's acquired over many lives.
3050784	Nirrti's Bijou	Sustained by her knowledge she's acquired over many lives.
3050785	Nirrti's Bijou	Sustained by her knowledge she's acquired over many lives.
3050793	Queen's Sofa	A huge, soft sofa that helps relieve her fatigue.
3050794	Queen's Sofa	A huge, soft sofa that helps relieve her fatigue.
3050795	Queen's Sofa	A huge, soft sofa that helps relieve her fatigue.
3050803	DF1 Sunglasses	Fashion is just as important\as speed.
3050804	DF1 Sunglasses	Fashion is just as important\as speed.
3050805	DF1 Sunglasses	Fashion is just as important\as speed.
3050813	Heart Bell	A necklace that symbolizes\Aurora's patience to wait for her master.
3050814	Heart Bell	A necklace that symbolizes\Aurora's patience to wait for her master.
3050815	Heart Bell	A necklace that symbolizes\Aurora's patience to wait for her master.
3050873	Titania's Crown	A winged crown that further enhances Titania's charms.
3050874	Titania's Crown	A winged crown that further enhances Titania's charms.
3050875	Titania's Crown	A winged crown that further enhances Titania's charms.
3050883	Vermilion Bird Mirage Feather Deco	A plume made to liken the feathers of the Vermilion Bird.
3050884	Vermilion Bird Mirage Feather Deco	A plume made to liken the feathers of the Vermilion Bird.
3050885	Vermilion Bird Mirage Feather Deco	A plume made to liken the feathers of the Vermilion Bird.
3050893	Roselenta Circlet	A wreath of roses for you instead of the ashes of sadness.
3050894	Roselenta Circlet	A wreath of roses for you instead of the ashes of sadness.
3050895	Roselenta Circlet	A wreath of roses for you instead of the ashes of sadness.
3050903	Trinket	A trinket used as a symbol of eternal youth.\It is engraved with Mona's favorite phrase.
3050904	Trinket	A trinket used as a symbol of eternal youth.\It is engraved with Mona's favorite phrase.
3050905	Trinket	A trinket used as a symbol of eternal youth.\It is engraved with Mona's favorite phrase.
3050913	Arhat's Crown	A crown that Arhat wore on her own\after achieving nirvana.
3050914	Arhat's Crown	A crown that Arhat wore on her own\after achieving nirvana.
3050915	Arhat's Crown	A crown that Arhat wore on her own\after achieving nirvana.
3050933	Fiery Ox	Try this Fiery Ox key chain\instead of heat packs in the winter.\Not very thermally conductive.
3050934	Fiery Ox	Try this Fiery Ox key chain\instead of heat packs in the winter.\Not very thermally conductive.
3050935	Fiery Ox	Try this Fiery Ox key chain\instead of heat packs in the winter.\Not very thermally conductive.
3050943	Frost Ox	An ox key chain sculpted out of ice.\It never melts.
3050944	Frost Ox	An ox key chain sculpted out of ice.\It never melts.
3050945	Frost Ox	An ox key chain sculpted out of ice.\It never melts.
3050953	Green Ox	An ox key chain made with green shoots.\It looks incredibly cute.
3050954	Green Ox	An ox key chain made with green shoots.\It looks incredibly cute.
3050955	Green Ox	An ox key chain made with green shoots.\It looks incredibly cute.
3050963	Shady Ox	An ox key chain that feels comforting\when held in your hand in the dark.
3050964	Shady Ox	An ox key chain that feels comforting\when held in your hand in the dark.
3050965	Shady Ox	An ox key chain that feels comforting\when held in your hand in the dark.
3050973	Radiant Ox	A cute ox key chain with glowing horns.
3050974	Radiant Ox	A cute ox key chain with glowing horns.
3050975	Radiant Ox	A cute ox key chain with glowing horns.
3050983	Headband of High Spirits	Headband that puts Neptune♥ in high spirits\while all the fans cheer for her.
3050984	Headband of High Spirits	Headband that puts Neptune♥ in high spirits\while all the fans cheer for her.
3050985	Headband of High Spirits	Headband that puts Neptune♥ in high spirits\while all the fans cheer for her.
3050993	Rose Petticoat	A petticoat made with roses\that adds an air of glamor to the demon Eve.
3050994	Rose Petticoat	A petticoat made with roses\that adds an air of glamor to the demon Eve.
3050995	Rose Petticoat	A petticoat made with roses\that adds an air of glamor to the demon Eve.
3051003	Bradamante's Ribbon	A ribbon that makes Bradamante\look all the more adorable.
3051004	Bradamante's Ribbon	A ribbon that makes Bradamante\look all the more adorable.
3051005	Bradamante's Ribbon	A ribbon that makes Bradamante\look all the more adorable.
3051013	Dark Ribbon	A ribbon worn by Dark Yuna\to protect her lonely heart.
3051014	Dark Ribbon	A ribbon worn by Dark Yuna\to protect her lonely heart.
3051015	Dark Ribbon	A ribbon worn by Dark Yuna\to protect her lonely heart.
3051023	Victor's Hat	Artemisia personally created this hat to celebrate her victory.
3051024	Victor's Hat	Artemisia personally created this hat to celebrate her victory.
3051025	Victor's Hat	Artemisia personally created this hat to celebrate her victory.
3051033	Researcher's Goggles	Wodan's goggles that are functional\and beautiful.
3051034	Researcher's Goggles	Wodan's goggles that are functional\and beautiful.
3051035	Researcher's Goggles	Wodan's goggles that are functional\and beautiful.
3051043	Lassi Badge	It's modeled after the handkerchief\worn around her pactmaker.
3051044	Lassi Badge	It's modeled after the handkerchief\worn around her pactmaker.
3051045	Lassi Badge	It's modeled after the handkerchief\worn around her pactmaker.
3051053	To Keika's Mala	Keika beaded this mala on her own to remember\the number of prayers she's performed.
3051054	To Keika's Mala	Keika beaded this mala on her own to remember\the number of prayers she's performed.
3051055	To Keika's Mala	Keika beaded this mala on her own to remember\the number of prayers she's performed.
3051063	Race Trophy	A first-place trophy of unknown origin.\The Demon might have created this trophy to keep the Child happy.
3051064	Race Trophy	A first-place trophy of unknown origin.\The Demon might have created this trophy to keep the Child happy.
3051065	Race Trophy	A first-place trophy of unknown origin.\The Demon might have created this trophy to keep the Child happy.
3051073	Krsnik's Bracelet	This bracelet protects against unexpected accidents,\like a talisman.
3051074	Krsnik's Bracelet	This bracelet protects against unexpected accidents,\like a talisman.
3051075	Krsnik's Bracelet	This bracelet protects against unexpected accidents,\like a talisman.
3051083	Philotes's Hairpin	A hairpin for Philotes, wishing to be more ladylike.
3051084	Philotes's Hairpin	A hairpin for Philotes, wishing to be more ladylike.
3051085	Philotes's Hairpin	A hairpin for Philotes, wishing to be more ladylike.
3051093	Duetsha's Armband	Duetsha's armband, emblazoned with the insignia of light.\It's currently little more than a decoration.
3051094	Duetsha's Armband	Duetsha's armband, emblazoned with the insignia of light.\It's currently little more than a decoration.
3051095	Duetsha's Armband	Duetsha's armband, emblazoned with the insignia of light.\It's currently little more than a decoration.
40000002	Amp. ATK Core Material	Material needed to make an <color=ff17b0>Amplify ATK</color> Ignition Core.\The Hebrew letter Zayin, representing power, is etched onto it.
40000003	Amp. DEF Core Material	Material needed to make an <color=00e2f0>Amplify DEF</color> Ignition Core.\The Hebrew letter Chet, representing protection, is etched onto it.
40000004	Amp. AGL Core Material	Material needed to make an <color=d3da00>Amplify AGL</color> Ignition Core.\The Hebrew letter Tet, representing wisdom, is etched onto it.
40000005	Amp. CRT Core Material	Material needed to make an <color=ff5f1e>Amplify CRT</color> Ignition Core.\The Hebrew letter Tav, representing victory, is etched onto it.
4100001	Water Pearl	Lowest-class evolution material.\A pearl that exudes a watery aura. Great for headaches.
4100002	Fire Pearl	Lowest-class evolution material.\A pearl that exudes a fiery aura. Great for colds.
4100003	Wood Pearl	Lowest-class evolution material.\A pearl that exudes a wooden aura. Provides energy.
4100004	Light Pearl	Lowest-class evolution material.\A pearl that exudes an aura of light. Great for backaches.
