// key	CHAT_
c001_17_boss_long	じゃじゃ～ん！こんにちは、可愛いご主人さま～♥
c120_true2	悲しまないでぇ。\綺麗なお花さんを咲かせるからねぇ。
c120_true3	ねえねえ、見て見てぇ！\綺麗なお花さんが咲いたよぉ。\次はどんなお花さんが咲くのかなぁ？
c120_victory	仲直り、仲直りぃ。
c121_boss_long	魂の叫び…そんな歌を聴いたことはあるか？
c121_boss_short	魂の歌を聴いたことはあるか？
c121_ctskill	静かにしろ！
c121_death_1	魂を震わせるだけの力はなかったようだな…
c121_death_2	俺の歌を…
c121_drive	もっと大きく！
c121_hit_1	うっ…
c121_hit_2	…まだだ。
c121_hit_3	それがお前という存在か。
c121_prskill	歌ってみろ！
c121_skill	よく聴け。
c121_spa	あ、あまり見ないでもらえるか？
c121_startbt	お前の闇に安らかな眠りを。
c121_story1	悪魔にとって憩いの場、か。\悪魔にも安息が必要なのか？
c121_story2	オレの契約者があのようになった責任は、悪魔にもある。
c121_story3	ふっ、人生の真理を一度に悟る者はいない。\音楽もまた然り。
c121_true1	オレは悪魔のことを勘違いしていたようだ。\本当は寝ることしか考えていないナマケモノのようなものだったんだな。
c121_true2	悪魔と話がしたくなったのだ。\いい曲が生まれそうな予感がしたからな。
c121_true3	オレと共に歌おう。\悪魔がどのような声で歌うのか、興味がある。
c121_victory	ようやく静かになったな。
c122_10_boss_long	招待状がないヤツは入れないぞ。
c122_10_boss_short	招かれざる客は帰ってくれるか？
c122_10_ctskill	道をあけろ。
c122_10_death_1	ひと休みするか…
c122_10_death_2	あ～疲れた…
c122_10_drive	ここから先は立入禁止だ。
c122_10_hit_1	はぁ…
c122_10_hit_2	めんどくさ…
c122_10_hit_3	礼儀ってもんを知らないな。
c122_10_prskill	もう1杯どうですか？
c122_10_skill	これはサービスです。
c122_10_spa	極楽極楽～\場所も収集できたら、\ここはとっくにオレのコレクションの仲間入りだ。
c122_10_startbt	こちらにどうぞ。
c122_10_story1	こんな服を着させられるだけでも屈辱なのに、\厚かましいったらないな。
c122_10_story2	よ、ようこそ…\テイワズとジュノーの結婚式にお越しくださり…\あ、ありがとうございます…
c122_10_story3	自分の手でチャンスをつかんだなら、\そのチャンスを最大限活かせ。\後で後悔しないようにな。
c122_10_true1	ジュノーめ…\オレにこんな屈辱を味わわせるとは…\今日のことは一生忘れないぞ…
c122_10_true2	客が途切れないな…\オレのお宝を狙ってるヤツがいないか監視しないと。
c122_10_true3	怒りのせいで、貴重な時間を\無駄にするところだった。\オレの島を貸したことを後悔しないように、\めいっぱい楽しんでやる。
c122_10_victory	これで借りは返したな。
c122_boss_long	客か？それとも侵入者か？
c122_boss_short	オレの力を見せてやるか。
c122_ctskill	気をつけろよ。
c122_death_1	ダメだ…オレのお宝が…
c122_death_2	負けるわけにはいかない…
c122_drive	なめてもらっちゃ困るんだよな！
c122_hit_1	うッ…！
c122_hit_2	バカな…
c122_hit_3	いてッ！
c122_prskill	これはオレのもんだ。
c122_skill	さわんな。
c122_spa	極楽極楽～\場所も収集できたら、\ここはとっくにオレのコレクションの仲間入りだ。
c122_startbt	招かれざる客の登場か？
c122_story1	オレのコレクションに手を出さない限り、\オマエの命は脅かさないから安心しろ。
c122_story2	タダでオレのお宝を手に入れられると思うなよ！
c122_story3	はぁ～\《キラキラ》に囲まれた暮らし…\生きてるって実感するよな～
c122_true1	誰かを頼るつもりはなかったんだけどな。\なんか礼をしないと。
c122_true2	世の中ギブアンドテイクだ。\片方だけ損するなんて、おかしいだろ？
c122_true3	お宝さえあれば、他には何もいらない。
c122_victory	代価はちゃんと受け取ったぞ。
c123_boss_long	どれだけすごいか楽しみにしてる。
c123_boss_short	どれだけすごいかなぁ？
c123_ctskill	もう一度！
c123_death_1	突き返された…
c123_death_2	うは～っ…くぅ…！
c123_drive	はぁ～！バカらしい！
c123_hit_1	きゃあ！
c123_hit_2	うくっ！
c123_hit_3	きゃ～～～っ
c123_prskill	このくらいじゃないと！
c123_skill	全くダメね！
c123_spa	ニャー、機嫌のいい猫モードだニャー。
c123_startbt	私を感動させてみて。
c123_story1	ぜーんぶ気に喰わないの。\あっちの建物からこっちの建物まで全部ね。
c123_story2	ありがたく思ってよね。\特別にぼろもうけの手伝いをしてあげるんだから！
c123_story3	うう…そうね。やっぱり私の努力不足ね。\もっと画期的な企画を考えたら認めてくれるはず！
c123_true1	もっと斬新なアイディアを持ってきて！悪魔って\人間よりずっと考えが古臭いのね！
c123_true2	今回もハズレ？\いいわ。いつまで私を無視できるか見てあげる。
c123_true3	褒めたらバチでも当たるの？\「よくやった」の一言いうのが大変なわけ…？\私も、もう悪魔なんか褒めないから！
c123_victory	もっと斬新なのはないの？
c124_boss_long	ふぅ～ん。ここまで来たのね。
c124_boss_short	いらっしゃい。遅かったわね。
c124_ctskill	ごめんなさい。本気なの。
c124_death_1	しくじったの？私は…
c124_death_2	私と…したことが…
c124_drive	この命をかけるわ、貴方の為に…
c124_hit_1	ああっ！
c124_hit_2	久々の痛み…
c124_hit_3	あっ…！
c124_prskill	一生忘れられないようにしてあげる。
c124_skill	触らないで…
c124_spa	ああ…体が火照って鎮まらないわ…\熱いのは、ちょっと…苦手なの…
c124_startbt	気楽にいきましょう。
c124_story1	言いたい事があるなら、言ってくれてかまわないわ。
c124_story2	頼もしい仲間って…世間知らずね。
c124_story3	この場にいた事を後悔するほど…\徹底的に潰しにかかれば、誰も文句はないでしょ？
c124_true1	もう少し、自分勝手に生きればいいのに…\あなたは時々、変だわ。
c124_true2	ここは不便な事ばかり…\でも夜は素敵なの…
c124_true3	あなたは、もっと他人を利用する事ね。\疑って、警戒して…\あなたが何を信じているのか、さっぱりわからないけど、このままじゃ、痛い目に遭うわ。
c124_victory	ありがとう。
c125_10_boss_long	アルティス…私を守って…
c125_10_boss_short	ルサルカ…\ここは僕に任せてください！
c125_10_ctskill	<color=ff3287>助けて！</color>\<color=2287d8>守ります！</color>
c125_10_death_1	<color=ff3287>アルティス…ずっと…一緒よ…</color>
c125_10_death_2	<color=2287d8>もう…ルサルカを…離しません…</color>
c125_10_drive	<color=2287d8>僕を信じて！</color>\<color=ff3287>ええ！</color>
c125_10_hit_1	うッ！
c125_10_hit_2	どいてください！
c125_10_hit_3	やめてください！
c125_10_prskill	ルサルカのために！
c125_10_skill	ルサルカ…
c125_10_spa	今日の天気は、温泉でゆっくりするのに\ぴったりですね。
c125_10_startbt	お待ちしていました。ルサルカ。
c125_10_story1	がんばってください。\愛は勇気ある者だけに与えられるのです。
c125_10_story2	迷っていても時間のムダですから…
c125_10_story3	男なら言葉を交わすより、剣を交えて\語り合うのみです！
c125_10_true1	<color=ff3287>ずっとアルティスの…そばにいたい…</color>\<color=2287d8>ルサルカ…僕もです！</color>
c125_10_true2	<color=2287d8>恋に悩みはつきものです。</color>\<color=ff3287>大丈夫よ…一緒なら…</color>
c125_10_true3	<color=2287d8>もうあなたの気持ちに背きません。</color>\<color=ff3287>感じるわ…あなたの愛を…</color>
c125_10_victory	一緒に帰りましょう。\ルサルカ。
c125_89_boss_long	甘い恋はまどろみのごとく…
c125_89_boss_short	僕の魂に誓って…
c125_89_bubble_prskill	これで決まりです！
c125_89_bubble_skill	光よ、僕を導いてくれ！
c125_89_ctskill	落ち着いて…
c125_89_death_1	覚悟が…足りなかったようです…
c125_89_death_2	ルサル…カ…
c125_89_drive	剣よ、僕に力を！
c125_89_hit_1	あなたのためなら…
c125_89_hit_2	もうそろそろ…
c125_89_hit_3	やりすぎですよ。
c125_89_hit_4	うッ！
c125_89_hit_5	くッ！
c125_89_hit_6	待ってください！ルサルカ！
c125_89_hit_7	諦めません！
c125_89_hit_8	さがりなさい！
c125_89_hit_9	まだ死ぬわけには…
c125_89_prskill	これで決まりです！
c125_89_skill	光よ、僕を導いてくれ！
c125_boss_long	正々堂々と勝負しましょう！
c125_boss_short	恐れることなどありません！
c125_ctskill	落ち着いて…
c125_death_1	覚悟が…足りなかったようです…
c125_death_2	ルサル…カ…
c125_drive	ルサルカ～ッ！
c125_hit_1	うッ！
c125_hit_2	まだまだッ！
c125_hit_3	ぐッ…！
c125_prskill	無礼なッ！
c125_skill	あぁ～ッ！
c125_spa	今日の天気は、温泉でゆっくりするのに\ぴったりですね。
c125_startbt	僕の勇気が試される時です！
c125_story1	がんばってください。\愛は勇気ある者だけに与えられるのです。
c125_story2	迷っていても時間のムダですから…
c125_story3	男なら言葉を交わすより、剣を交えて\語り合うのみです！
c125_true1	ご主人様のやさしさ…決して忘れません。
c125_true2	はぁ…自分の気持ちを伝えるのって…\意外と難しいな…
c125_true3	もう迷いません。\ルサルカに僕の気持ちを伝えます！
c125_victory	この剣に誓います！
c126_boss_long	私たち、いい友達になれるかもしれないわ。
c126_boss_short	アナタの友達になってあげる。
c126_ctskill	無視しないで！
c126_death_1	真の愛への道のりは険しいわね。
c126_death_2	きゃ～～～
c126_drive	ラブリーサンシャインインパクト！
c126_hit_1	痛いっ！
c126_hit_2	きゃっ！
c126_hit_3	いやっ！
c126_prskill	ラブリーインパクト！
c126_skill	寂しいの？
c126_spa	気持ちよさそう？どうして分かったのかしらー？
c126_startbt	アナタは永遠の愛を信じる？
