// key	CHAT_SPA_
sc001_spa_1	Whew...\Nothing like a little self-care ♥
sc227_spa_max	Boss, if you can't believe in yourself, then believe in me instead. I'll protect you to the bitter end.
sc228_spa_1	Sometimes a cocktail is just as refreshing as tea.
sc228_spa_2	I think this is for madams only—\messieurs are not allowed in.
sc228_spa_3	Petit, you had a childhood, too, no?\A snotty kid with no worries, just like everyone else.
sc228_spa_4	A mother is a mother, even when she's far away.\I hope my pactmaker realizes that.
sc228_spa_5	Did you clean your room? Did you go to work on time?\Did you eat?\Dear me, when did you last wash your clothes?
sc228_spa_max	If you have a burden on your mind, you come to me.\I can't make it go away,\but I can give your mind some peace.
sc229_spa_1	Th-This is for women only!\Didn't anyone tell you?!
sc229_spa_2	There's no such thing as unnecessary information. You can't overestimate its potential as a weapon, either.
sc229_spa_3	I have all your information secured. That said, I doubt it would sell for much.
sc229_spa_4	I am not a cat! I'm a chinchilla! I've never been more insulted in my life!
sc229_spa_5	Hay! ...No, I'm not greeting you, that's my staple food! But I do love a good brownie from time to time.
sc229_spa_max	I do hard, honest work! You can't expect me to do it for free!
sc230_spa_1	I'll take you on anytime, no matter the place!
sc230_spa_2	Do not take your eyes off of the darkness within, lest it one day grow into a great beast that swallows you whole.
sc230_spa_3	Do not yield to your fate, demon! A flickering light is waiting for you beyond the edge of darkness!
sc230_spa_max	The future belongs to no one. We, ourselves, are the future! Come, you who share this cursed immortality! Let us embark on a journey! A cursed journey!
sc231_spa_1	Aren't you staring at me a little too hard?
sc231_spa_2	Don't you speak to me that way!\I'd make an excellent mother.
sc231_spa_3	I picked you as my husband since you're\a master... But perhaps I should look for another demon instead?
sc231_spa_4	Mr. Demon, have you forgotten the fact\that you are to be my husband?
sc231_spa_5	Seriously, what do I have to do to make\you fall for me?! Honestly...
sc231_spa_max	You shall be an Archfiend to be my husband.\So, just become an Archfiend no matter what.
sc232_spa_1	Hot springs feel so good.\You know, Mr. Devil, I think I...
sc232_spa_2	Was it my destiny to become your Child, or did I do it of my own volition?
sc232_spa_3	Are you craving some ice-cold lemonade, too? Hee hee hee. We're of the same mind. ★
sc232_spa_4	You have such a lovely voice, my talkative demon. Would you sing a song for me? ♪
sc232_spa_max	Sometimes I worry this is a dream—that I'll wake up and it'll all be gone. Even if that were to happen, I promise I would never, ever forget you.
sc233_spa_1	Hehe... Behave yourself.
sc233_spa_2	Good morning, Master.\Huh? Is it nighttime already?
sc233_spa_3	Do you know how long I've been waiting for you? See, my electricity's been kinda wonky lately, and I think I might shock— Ack! Master, look out!
sc233_spa_4	I really do like you, Master. Sorry I fried your computer. Tee-hee. Little slip up on my part. Sorry ♥
sc233_spa_max	You're really scary when you get mad, but I know you're just worried about me. Oops, did I shock you again?
sc234_spa_1	I feel as if the fires that lay dormant in my heart are once again roaring to life.
sc234_spa_2	I choose how I use my strength! My actions, my choices—they're mine to make!
sc234_spa_3	I follow my path! You follow yours!
sc234_spa_4	Do you need my strength? Convince me. Prove to me the labors you have for me are worth doing!
sc234_spa_max	I sympathize with your indolent impulses. There is a part of me like that.
sc235_spa_1	Did you see?\Did you? You better not have.
sc235_spa_2	*sigh* Nothin' but small fry. Who? Oh, just the handful of wrongdoers I brought to task today.
sc235_spa_3	Who are you calling "kind"? Me? I just can't sit back and say nothing when someone gets on my nerves, that's all.
sc235_spa_4	Are the others treating you like a pushover because you're weak? Next time you're getting bullied, you come straight to me, okay?
sc235_spa_max	Oh, you're here already? Think you can pull your own weight today? You have to stop depending on others and fight your own battles.
sc237_spa_1	Mm, I love this!\Hee hee ♪
sc237_spa_2	Medb makes a fool of me literally every day.\Granted,\she does apologize after the fact. Heh.
sc237_spa_3	I gave up the Archfiend Contest with some tricks.\Medb and Ailill helped me.\I heard there were a few demons like me.\I was relieved, you know. How can one so stupid as I am can be a candidate?
sc237_spa_4	Thanks for all the fun today.\Let me know if you ever need\my help. You know\I wouldn't drag you down.
sc237_spa_5	Halloween was so much fun.\I wish it could be Halloween every day instead of just once a year.\You wouldn't understand, though.\Your life is a blast!
sc237_spa_max	I'm still an amateur,\but I'll take photos of you like a pro soon.\I'm not giving up my one and only hobby.\So... don't go back to the Infernal Realm\before I do, eh?
sc238_spa_1	Ow ow ow, my back and feet are killing me... Come on, then! Less gawking, more massaging!
sc238_spa_2	Oh, geez, what are you snoopin' around for? I can tell you want to know something. You're so easy to read!
sc238_spa_3	Ailill and Typhon? Zero ambition, the both of them! Why couldn't they join the Archfiend Contest? It would've been so fun if one of them had won.
sc238_spa_4	I honestly can't tell if you've improved at all. Your aides are the only reason you're still in one piece, you know. I've seen my fair share of demons, but you're the weakest by far.
sc238_spa_5	The Mortal Realm is more fun than I gave it credit for. You don't have to be on your toes all the time like in the Infernal Realm. That's why you like it so much here, no? Makes sense.
sc238_spa_max	Seriously, what would you do without me? I'd be so embarrassed if I heard some random demon took out my cute little protégé. Stay close, you hear?
sc239_spa_1	What's this... magical flavor?!
sc239_spa_2	That Grendel really grinds my gears.\Is she ready to fight with me for real?
sc239_spa_3	Get on my nerves--even a bit--and I'll blow you sky high.\What was that? Did you flinch? Hahaha!
sc239_spa_4	Buddies? What's the point in having those?\It's nothing but trouble. But if you insist,\show me how it's done.
sc239_spa_5	If you don't like someone, blow 'em up.\What are you, scared? Should I do it for you?\Hahaha! Leave it to me!
sc239_spa_max	Did you keep making Childs 'cause you were lonely?\It's not my style, but I'll play along\with the whole friend thing with you.
sc242_spa_1	Hm-hmmm! There're so many interesting things in the Mortal Realm.
sc242_spa_2	Are there other cheer squads, you ask? Well, yeah, but they usually just cheer and that's it. We might be the only one that adds some practical jokes into the mix.
sc242_spa_3	What are you thinking, walkin' around like that? It's gross. Guys, I tell ya—you give 'em an inch, and they're ready to take several miles.\Hey, why the long face?
sc242_spa_4	Demon pranks are fun 'cause there's no ulterior motive! It's just mindlessly going all-out for a laugh! I can't help it. It's too much fun.
sc242_spa_5	I spent the first hundred years after meeting Typhon playing jokes on him. He was so cute and innocent. With you, I think I'm in for another...oh, 200 years of fun, easy.
sc242_spa_max	Our meeting was like an illusion, you say? As in, you feel like it just as easily could've never happened? But you don't know the future. Who's to say we never would've met some other way?
sc246_spa_1	Please don't stare at me...
sc246_spa_2	Hello! It's me, the Christmas present who's just for you: Krampus! ★ You weren't expecting that, were you?
sc246_spa_3	Why are you being so quiet? Are you embarrassed or something? ...Ooh, did I hit the nail on the head? Hahaha! How adorable. ★
sc246_spa_4	I'm only helping you for as long as I feel like it. ★ Don't hold my whimsical nature against me.
sc246_spa_5	You shouldn't believe everything you see. Of course, it's not good to blindly believe in what you DON'T see, either.
sc246_spa_max	I was a little shocked when my previous master abandoned me, but thanks to you, I was able to rise above it! Hm? You don't believe me, do you?
sc247_spa_1	What kind of hot spring is this? Nary a flower petal in sight...shameful.
sc247_spa_2	Is that the manner in which you welcome a queen? Nonchalance? An utter lack of gravitas? You are so desperately lacking.
sc247_spa_3	This crown is not some mere accessory for anyone to wear. Remember that before you try touching it next time.
sc247_spa_4	You dare address a queen as "tiny"?! Insolence! I won't stop until I've plucked every last hair from that impudent, insulting head of yours!
sc247_spa_5	To rule, one must be strong enough not to crumble under the weight of the crown. Are you capable of that?
sc247_spa_max	I sense a royal disposition within you. It simply has not bubbled towards the surface. You're quite a late bloomer, but mayhap one day, you might come close to my level.
sc250_spa_1	Stop messing around in the hot springs?\Loosen up!
sc250_spa_2	Did you know ghosts also come out at hot springs?\What?\Did you figure out I meant me?
sc250_spa_3	I get extra antsy trying to stay still.\I know, I know. I won't goof around.
sc250_spa_4	Aaah!\Peeping tom! Pervert!\Hehehe, just kidding.
sc250_spa_5	It feels absolutely amazing. You have to try it.\I swear I'm not trying to pull a fast one on you.
sc250_spa_max	Won't you play with me next time?\I bet we'd have a lot of fun together!
sc252_spa_1	Not everything you see is true.\Don't settle for momentary happiness.
sc252_spa_2	This place smells mysterious,\and that's probably what lures the lost sheep.
