// key	ITEM_NAME_	ITEM_DESCRIPTION_
10000101	Cheveux tombés	Chacun des brins de ces cheveux montre des traces spirituelles.
3040134	Trèfle à quatre feuilles	Les rumeurs abondent, mais sa capacité à porter bonheur doit encore faire l'objet de tests.
3040135	Trèfle à quatre feuilles	Les rumeurs abondent, mais sa capacité à porter bonheur doit encore faire l'objet de tests.
3040143	Lingot d'or	11 kilos d'or pur.\Techniquement, c'est une arme à part entière.
3040144	Lingot d'or	11 kilos d'or pur.\Techniquement, c'est une arme à part entière.
3040145	Lingot d'or	11 kilos d'or pur.\Techniquement, c'est une arme à part entière.
3040153	Porte-clés	A sauvé la vie de son propriétaire en arrêtant une balle perdue alors qu'il se trouvait dans sa poche de poitrine.
3040154	Porte-clés	A sauvé la vie de son propriétaire en arrêtant une balle perdue alors qu'il se trouvait dans sa poche de poitrine.
3040155	Porte-clés	A sauvé la vie de son propriétaire en arrêtant une balle perdue alors qu'il se trouvait dans sa poche de poitrine.
3040163	Masque vénitien	Un masque ostentatoire avec lequel Roméo dissimulait son identité.\Si ça a marché pour lui, ça marchera pour vous.
3040164	Masque vénitien	Un masque ostentatoire avec lequel Roméo dissimulait son identité.\Si ça a marché pour lui, ça marchera pour vous.
3040165	Masque vénitien	Un masque ostentatoire avec lequel Roméo dissimulait son identité.\Si ça a marché pour lui, ça marchera pour vous.
3040173	Rayon de miel	Obtenu après avoir chassé les abeilles qui l'ont fabriqué.\Désolé, les abeilles.
3040174	Rayon de miel	Obtenu après avoir chassé les abeilles qui l'ont fabriqué.\Désolé, les abeilles.
3040175	Rayon de miel	Obtenu après avoir chassé les abeilles qui l'ont fabriqué.\Désolé, les abeilles.
3050183	Totem pyramidal	Plus un pendentif qu'un totem. Émet une aura indescriptible au cœur de la nuit.
3050184	Totem pyramidal	Plus un pendentif qu'un totem. Émet une aura indescriptible au cœur de la nuit.
3050185	Totem pyramidal	Plus un pendentif qu'un totem. Émet une aura indescriptible au cœur de la nuit.
3050193	Bandeau féérique	Autrefois porté par la reine des fées.\Si c'est vraiment le cas, il paraît un peu lourd...
3050194	Bandeau féérique	Autrefois porté par la reine des fées.\Si c'est vraiment le cas, il paraît un peu lourd...
3050195	Bandeau féérique	Autrefois porté par la reine des fées.\Si c'est vraiment le cas, il paraît un peu lourd...
3050203	Kit d'exorcisme de vampires	Une antiquité très prisée.\Pas très utile sans vampire dans les environs.
3050204	Kit d'exorcisme de vampires	Une antiquité très prisée.\Pas très utile sans vampire dans les environs.
3050205	Kit d'exorcisme de vampires	Une antiquité très prisée.\Pas très utile sans vampire dans les environs.
3050213	Boîte à musique solaire	Elle brille, elle flatte l'œil et elle fait de la musique.
3050214	Boîte à musique solaire	Elle brille, elle flatte l'œil et elle fait de la musique.
3050215	Boîte à musique solaire	Elle brille, elle flatte l'œil et elle fait de la musique.
3050223	Casque de moto	Indispensable pour protéger la tête du motard.\À moins, bien sûr, que celui-ci ait des cornes.
3050224	Casque de moto	Indispensable pour protéger la tête du motard.\À moins, bien sûr, que celui-ci ait des cornes.
3050225	Casque de moto	Indispensable pour protéger la tête du motard.\À moins, bien sûr, que celui-ci ait des cornes.
3050233	Console portable	Fait passer le temps tant que la batterie n'est pas à plat.\J'avais bien dit qu'il fallait prendre le chargeur.
3050234	Console portable	Fait passer le temps tant que la batterie n'est pas à plat.\J'avais bien dit qu'il fallait prendre le chargeur.
3050235	Console portable	Fait passer le temps tant que la batterie n'est pas à plat.\J'avais bien dit qu'il fallait prendre le chargeur.
3050243	Médaillon de cheval	Signe de richesse et de haut rang.\Dommage qu'il ne permette pas d'invoquer des guerriers fantômes.
3050244	Médaillon de cheval	Signe de richesse et de haut rang.\Dommage qu'il ne permette pas d'invoquer des guerriers fantômes.
3050245	Médaillon de cheval	Signe de richesse et de haut rang.\Dommage qu'il ne permette pas d'invoquer des guerriers fantômes.
3050293	Bague d'anniversaire n° 222	Bague commémorative, bien connue des prétendants au trône des démons. \La tradition veut que les démons arborant la même bague se checkent.
3050294	Bague d'anniversaire n° 222	Bague commémorative, bien connue des prétendants au trône des démons. \La tradition veut que les démons arborant la même bague se checkent.
3050295	Bague d'anniversaire n° 222	Bague commémorative, bien connue des prétendants au trône des démons. \La tradition veut que les démons arborant la même bague se checkent.
3050323	Collier de soubrette	N'explose pas, même lors d'une transformation de niveau 1.
3050324	Collier de soubrette	N'explose pas, même lors d'une transformation de niveau 1.
3050325	Collier de soubrette	N'explose pas, même lors d'une transformation de niveau 1.
3050333	Boucles d'oreilles lunaires	Paire de boucles d'oreilles en forme de croissant de lune.\Il ne vous manque que la tenue qui va avec.
3050334	Boucles d'oreilles lunaires	Paire de boucles d'oreilles en forme de croissant de lune.\Il ne vous manque que la tenue qui va avec.
3050335	Boucles d'oreilles lunaires	Paire de boucles d'oreilles en forme de croissant de lune.\Il ne vous manque que la tenue qui va avec.
3050353	Kit d'alchimie	Kit prévu pour défier les cieux. \La période d'essai gratuite est terminée depuis longtemps...
3050354	Kit d'alchimie	Kit prévu pour défier les cieux. \La période d'essai gratuite est terminée depuis longtemps...
3050355	Kit d'alchimie	Kit prévu pour défier les cieux. \La période d'essai gratuite est terminée depuis longtemps...
3050363	Couronne de Noël	Accrochez cette couronne à la porte d'un démon\pour que le Père Noël ne vienne pas le capturer.
3050364	Couronne de Noël	Accrochez cette couronne à la porte d'un démon\pour que le Père Noël ne vienne pas le capturer.
3050365	Couronne de Noël	Accrochez cette couronne à la porte d'un démon\pour que le Père Noël ne vienne pas le capturer.
3050373	Épingle à cheveux de Chang'e	Fabriquée sur mesure pour Chang'e après son éveil à pleine puissance.
3050374	Épingle à cheveux de Chang'e	Fabriquée sur mesure pour Chang'e après son éveil à pleine puissance.
3050375	Épingle à cheveux de Chang'e	Fabriquée sur mesure pour Chang'e après son éveil à pleine puissance.
3050403	Cache-œil de rage	Le cache-œil emblématique de Déméter.\Elle le porte pour réprimer sa rage.
3050404	Cache-œil de rage	Le cache-œil emblématique de Déméter.\Elle le porte pour réprimer sa rage.
3050405	Cache-œil de rage	Le cache-œil emblématique de Déméter.\Elle le porte pour réprimer sa rage.
3050413	Anneau de mariée	Un héritage transmis de génération en génération et donné à Iphis par son père.\Un phénomène étrange se produit lorsque quelqu'un le porte.
3050414	Anneau de mariée	Un héritage transmis de génération en génération et donné à Iphis par son père.\Un phénomène étrange se produit lorsque quelqu'un le porte.
3050415	Anneau de mariée	Un héritage transmis de génération en génération et donné à Iphis par son père.\Un phénomène étrange se produit lorsque quelqu'un le porte.
3050423	Micro de joueuse	Un micro à main réservé aux vraies joueuses. Il a failli être vendu pendant les périodes difficiles.
3050424	Micro de joueuse	Un micro à main réservé aux vraies joueuses. Il a failli être vendu pendant les périodes difficiles.
3050425	Micro de joueuse	Un micro à main réservé aux vraies joueuses. Il a failli être vendu pendant les périodes difficiles.
3050433	Foulard ensanglanté	Foulard muni d'une lame qui coupe la personne qui le porte. \C'est une idée de Brigit...
3050434	Foulard ensanglanté	Foulard muni d'une lame qui coupe la personne qui le porte. \C'est une idée de Brigit...
3050435	Foulard ensanglanté	Foulard muni d'une lame qui coupe la personne qui le porte. \C'est une idée de Brigit...
3050443	Rosaire ossifère	Un rosaire d'ébène qui incarne la folie de Rita. Il ressemble à celui de sa passeuse de pacte.
3050444	Rosaire ossifère	Un rosaire d'ébène qui incarne la folie de Rita. Il ressemble à celui de sa passeuse de pacte.
3050445	Rosaire ossifère	Un rosaire d'ébène qui incarne la folie de Rita. Il ressemble à celui de sa passeuse de pacte.
3050453	Couronne du néant	Couronne détenant une étrange puissance magique.
3050454	Couronne du néant	Couronne détenant une étrange puissance magique.
3050455	Couronne du néant	Couronne détenant une étrange puissance magique.
3050463	Rosaire en verre	Rosaire qu'une fille a offert à Báthory\et qui déborde de leurs souvenirs ensemble.
3050464	Rosaire en verre	Rosaire qu'une fille a offert à Báthory\et qui déborde de leurs souvenirs ensemble.
3050465	Rosaire en verre	Rosaire qu'une fille a offert à Báthory\et qui déborde de leurs souvenirs ensemble.
3050473	Halo du grand prix	Couronne de fleurs remise au vainqueur du grand prix du divertissement. \On ignore comment la nouvelle fleur maléfique a pu l'emporter...
3050474	Halo du grand prix	Couronne de fleurs remise au vainqueur du grand prix du divertissement. \On ignore comment la nouvelle fleur maléfique a pu l'emporter...
3050475	Halo du grand prix	Couronne de fleurs remise au vainqueur du grand prix du divertissement. \On ignore comment la nouvelle fleur maléfique a pu l'emporter...
3050483	Bottines acidulées	Des bottines aux couleurs acidulées\pour aider Aria à donner le meilleur d'elle-même.
3050484	Bottines acidulées	Des bottines aux couleurs acidulées\pour aider Aria à donner le meilleur d'elle-même.
3050485	Bottines acidulées	Des bottines aux couleurs acidulées\pour aider Aria à donner le meilleur d'elle-même.
3050493	Sac du nouvel an	Bon ou mauvais augure ?\Perso, je préfère le liquide...
3050494	Sac du nouvel an	Bon ou mauvais augure ?\Perso, je préfère le liquide...
3050495	Sac du nouvel an	Bon ou mauvais augure ?\Perso, je préfère le liquide...
3050503	Pendentif de Dana	Un pendentif en croix béni par Dana.
3050504	Pendentif de Dana	Un pendentif en croix béni par Dana.
3050505	Pendentif de Dana	Un pendentif en croix béni par Dana.
3050523	Bandeau en ruban	Le bandeau préféré d'Odin.\C'est plus une marque de coquetterie qu'un accessoire pour retenir ses cheveux.
3050524	Bandeau en ruban	Le bandeau préféré d'Odin.\C'est plus une marque de coquetterie qu'un accessoire pour retenir ses cheveux.
3050525	Bandeau en ruban	Le bandeau préféré d'Odin.\C'est plus une marque de coquetterie qu'un accessoire pour retenir ses cheveux.
3050533	Bavoir de Limos	Très efficace pour attraper des miettes de donuts.
3050534	Bavoir de Limos	Très efficace pour attraper des miettes de donuts.
3050535	Bavoir de Limos	Très efficace pour attraper des miettes de donuts.
3050543	Chapeau de Haute Magister	Chapeau à bords larges de Nine.\Porte des marques datant de la Guerre Sombre... et des poils de chat.
3050544	Chapeau de Haute Magister	Chapeau à bords larges de Nine.\Porte des marques datant de la Guerre Sombre... et des poils de chat.
3050545	Chapeau de Haute Magister	Chapeau à bords larges de Nine.\Porte des marques datant de la Guerre Sombre... et des poils de chat.
3050553	Encensoir de Caïn	Encensoir utilisé lors des cérémonies sacrées.
3050554	Encensoir de Caïn	Encensoir utilisé lors des cérémonies sacrées.
3050555	Encensoir de Caïn	Encensoir utilisé lors des cérémonies sacrées.
3050563	Casquette de marin de Billy	Une casquette pour hydrotireuse à porter lors des batailles de pistolets à eau.\Elle reste en place quoi qu'il arrive.
3050564	Casquette de marin de Billy	Une casquette pour hydrotireuse à porter lors des batailles de pistolets à eau.\Elle reste en place quoi qu'il arrive.
3050565	Casquette de marin de Billy	Une casquette pour hydrotireuse à porter lors des batailles de pistolets à eau.\Elle reste en place quoi qu'il arrive.
3050573	Bouquet de Keino	Le bouquet de Keino.\Il égaie sa personnalité sombre.
3050574	Bouquet de Keino	Le bouquet de Keino.\Il égaie sa personnalité sombre.
3050575	Bouquet de Keino	Le bouquet de Keino.\Il égaie sa personnalité sombre.
3050583	Bijou de Thisbé	Pierre bleue dégageant une profonde tristesse.
3050584	Bijou de Thisbé	Pierre bleue dégageant une profonde tristesse.
3050585	Bijou de Thisbé	Pierre bleue dégageant une profonde tristesse.
3050593	Oreiller d'homme délicat	Oreiller de Vincent amouraché.
3050594	Oreiller d'homme délicat	Oreiller de Vincent amouraché.
3050595	Oreiller d'homme délicat	Oreiller de Vincent amouraché.
3050603	Squelette sombre	Le crâne terrifiant d'un servant.
3050604	Squelette sombre	Le crâne terrifiant d'un servant.
3050605	Squelette sombre	Le crâne terrifiant d'un servant.
3050613	Casque des sutras	Un casque qui diffuse tous les sutras bouddhistes aléatoirement.
3050614	Casque des sutras	Un casque qui diffuse tous les sutras bouddhistes aléatoirement.
3050615	Casque des sutras	Un casque qui diffuse tous les sutras bouddhistes aléatoirement.
3050623	Ruban d'Ophois	Un ruban décoratif pour la combinaison d'Ophois.
3050624	Ruban d'Ophois	Un ruban décoratif pour la combinaison d'Ophois.
3050625	Ruban d'Ophois	Un ruban décoratif pour la combinaison d'Ophois.
3050633	Lunettes de ski	Les lunettes de ski d'Eshu.\Le verre est recouvert d'un revêtement antibuée.
3050634	Lunettes de ski	Les lunettes de ski d'Eshu.\Le verre est recouvert d'un revêtement antibuée.
3050635	Lunettes de ski	Les lunettes de ski d'Eshu.\Le verre est recouvert d'un revêtement antibuée.
3050643	Collier cœur du clair de lune	Un collier charmant qui peut être porté de plusieurs façons.\Selon la façon dont on le regarde, soit le ruban soit le cœur attire l'attention.
3050644	Collier cœur du clair de lune	Un collier charmant qui peut être porté de plusieurs façons.\Selon la façon dont on le regarde, soit le ruban soit le cœur attire l'attention.
